date	time	animal_ID	treatment	behavior_notes	number_twisted_arms	uneven_turgor	stretched	number_arms_dropped	initials	heat-killed_inoculate	unfiltered_live_inoculate	dead	censored	notes																											
10/13/21	920	H06	exposed	NS / M	0	Y	N	0	"GC, MW"	NA	NA	0	0																												
10/13/21	1652	H06	exposed	NS / RS / B / C	0	N	N	0	"GC, MW"	NA	NA	0	0																												
10/14/21	914	H06	exposed	FS / Su	0	N	N	0	GC	NA	NA	0	0																												
10/14/21	1648	H06	exposed	LS / FS / Su	0	Y	N	0	GC	NA	NA	0	0																												
10/15/21	914	H06	exposed	FS / RS / Su	0	N	N	2	"GC, AG"	NA	NA	0	0																												
10/15/21	1647	H06	exposed	NS / LS / C	12	N	N	0	"GC, MW"	NA	NA	0	0																												
10/16/21	911	H06	exposed	NS / LS / C	0	N	N	5	"GC, AG"	NA	NA	0	0																												
10/16/21	1607	H06	exposed	NA	0	N	N	5	"GC, MW"	NA	NA	1	0	looks like disc ripped																											
10/5/21	901	H07	exposed	FS / B	0	N	N	0	GC	NA	yes	0	0																												
10/5/21	1717	H07	exposed	LS / Su/ M	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	925	H07	exposed	FS / B	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	1706	H07	exposed	FS / B	3	N	N	0	GC	NA	NA	0	0																												
10/7/21	954	H07	exposed	LS / FS / B	0	N	N	0	"AG, GC"	NA	NA	0	0																												
10/7/21	1642	H07	exposed	LS / FS / B	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/8/21	926	H07	exposed	FS / LS / B	0	N	N	0	GC	NA	NA	0	0																												
10/8/21	1651	H07	exposed	FS / LS / B	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1025	H07	exposed	FS / Su	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1704	H07	exposed	FS	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	911	H07	exposed	LS	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	1657	H07	exposed	LS / B	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	942	H07	exposed	FS / B	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	1704	H07	exposed	FS / LS/ B	0	N	N	0	GC	NA	NA	0	0																												
10/12/21	906	H07	exposed	NS / RS	2	N	N	0	GC	NA	NA	0	0																												
10/12/21	1702	H07	exposed	NS / RS	0	N	N	0	GC	NA	NA	0	0																												
10/13/21	922	H07	exposed	FS / RS / B	12	N	N	0	"GC, MW"	NA	NA	0	0																												
10/13/21	1654	H07	exposed	NS / RS	12	N	N	0		NA	NA	0	0																												
10/14/21	915	H07	exposed	LS / Su	12	N	N	0		NA	NA	0	0																												
10/14/21	1649	H07	exposed	LS / Su	12	N	N	0		NA	NA	0	0																												
10/15/21	915	H07	exposed	FS / B	0	N	N	0		NA	NA	0	0																												
10/15/21	1647	H07	exposed	NS / B	4	N	N	0		NA	NA	0	0																												
10/16/21	911	H07	exposed	B / FS / RS	2	N	N	0		NA	NA	0	0																												
10/16/21	1608	H07	exposed	LS / NS	12	N	N	0		NA	NA	0	0																												
10/17/21	912	H07	exposed	FS / RS / Su	0	Y	Y	0		NA	NA	0	0																												
10/17/21	1644	H07	exposed	RS / Su	5	N	N	0		NA	NA	0	0																												
10/18/21	916	H07	exposed	LS	0	N	Y	0		NA	NA	0	0																												
10/18/21	1500	H07	exposed	NA	0	N	N	0		NA	NA	0	1	censored 1500-1600																											
10/5/21	903	H10	exposed	FS/ Su / B	0	N	N	0	GC	NA	yes	0	0																												
10/5/21	1721	H10	exposed	NS/ B	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	927	H10	exposed	NS/ LS/ B / C	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	1708	H10	exposed	NS/ B	0	N	N	0	GC	NA	NA	0	0	mounded disc																											
10/7/21	1002	H10	exposed	NS/B	0	N	N	0	"AG, GC"	NA	NA	0	0	mounded disc																											
10/7/21	1644	H10	exposed	B/ NS	0	N	N	0	"GC, AG"	NA	NA	0	0	bulged																											
10/8/21	928	H10	exposed	FS/ B	0	N	N	0	"GC, AG"	NA	NA	0	0	central disc slightly lumpy																											
10/8/21	1653	H10	exposed	NS/ B	0	N	N	0	GC	NA	NA	0	0	central disc slightly lumpy																											
10/9/21	1033	H10	exposed	NS/ LS	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1706	H10	exposed	NS/ B	0	N	N	0	GC	NA	NA	0	0	mounded																											
10/10/21	912	H10	exposed	NS/ B	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	1659	H10	exposed	FS/ Su	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	944	H10	exposed	RS/ Su	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	1705	H10	exposed	FS/ Su	0	N	N	0	GC	NA	NA	0	0																												
10/12/21	908	H10	exposed	FS/ RS/ B	0	N	N	0	"GC, AG"	NA	NA	0	0	central disc lumpy																											
10/12/21	1704	H10	exposed	FS/ Su	3	N	N	0	GC	NA	NA	0	0																												
10/13/21	924	H10	exposed	B/ RS/ Su	0	N	N	0	"GC, MW"	NA	NA	0	0	lumpy																											
10/13/21	1700	H10	exposed	FS / Su / B	3	N	N	0	"GC, MW"	NA	NA	0	0	lumpy																											
10/14/21	918	H10	exposed	NS / LS / Su / B	0	N	N	0	GC	NA	NA	0	0																												
10/14/21	1650	H10	exposed	NS / Su	5	N	N	0	GC	NA	NA	0	0																												
10/15/21	917	H10	exposed	FS / LS / RS / Su	0	N	Y	0	GC. AG	NA	NA	0	0	"upside down, all arms very stretched"																											
10/15/21	1650	H10	exposed	NS / LS / Su	0	N	N	0	"GC, MW"	NA	NA	0	0	pyloric caecum coming up through dermis																											
10/16/21	915	H10	exposed	NS / B / RS	0	N	N	0	"GC, AG"	NA	NA	0	0	"didn't eat clams from 2021-10-14; lesions - stuff coming out, 7 arms have lesions"																											
10/16/21	1611	H10	exposed	LS / Su / B / FS	0	Y	N	0	"GC, MW"	NA	NA	0	0																												
10/17/21	914	H10	exposed	LS / Su / NS	0	N	N	1	GC	NA	NA	0	0																												
10/17/21	1646	H10	exposed	LS / B / NS	0	N	N	7	AG	NA	NA	0	0	foam on surface																											
10/18/21	921	H10	exposed	NA	NA	NA	NA	NA	"AG, GC"	NA	NA	1	0	all arms lost																											
10/5/21	902	H08	exposed	NS / LS / B	0	N	N	0	GC	NA	yes	0	0																												
10/5/21	1718	H08	exposed	B / NS	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	926	H08	exposed	B / NS / LS	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	1706	H08	exposed	B / NS / LS	0	N	N	0	GC	NA	NA	0	0																												
10/7/21	957	H08	exposed	B / LS / FS	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/7/21	1643	H08	exposed	FS / B	0	N	N	0	"AG, GC"	NA	NA	0	0																												
10/8/21	927	H08	exposed	FS / RS / B	0	N	N	0	"AG, GC"	NA	NA	0	0																												
10/8/21	1652	H08	exposed	FS / RS / B	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1030	H08	exposed	NS / B	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1705	H08	exposed	NS / B	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	911	H08	exposed	FS / B	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	1658	H08	exposed	FS / B	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	942	H08	exposed	NS / B / Su	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	1704	H08	exposed	NS / B	0	N	N	0	GC	NA	NA	0	0																												
10/12/21	906	H08	exposed	FS / B / Su	4	N	N	0	"GC, AG"	NA	NA	0	0																												
10/12/21	1703	H08	exposed	FS / B / surface	0	Y	N	0	GC	NA	NA	0	0																												
10/13/21	922	H08	exposed	NS / LS / B / C	0	N	N	0	"GC, MW"	NA	NA	0	0																												
10/13/21	1656	H08	exposed	NS / B	4	N	N	0	"GC, MW"	NA	NA	0	0																												
10/14/21	917	H08	exposed	FS / B	0	N	N	0	GC	NA	NA	0	0																												
10/14/21	1649	H08	exposed	B	3	N	N	0	GC	NA	NA	0	0																												
10/15/21	915	H08	exposed	NS / RS / Su	24	N	N	0	GC. AG	NA	NA	0	0	"VERY twisted, ""balled up"""																											
10/15/21	1648	H08	exposed	FS / LS / B / Su / C	5	N	N	0	"GC, MW"	NA	NA	0	0																												
10/16/21	913	H08	exposed	B / LS / FS / Su	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/16/21	1610	H08	exposed	FS / LS / Su / C	0	N	N	1	"GC, MW"	NA	NA	0	0	frothy tub after sampling and refilling with water																											
10/17/21	913	H08	exposed	NS / Su	0	N	N	1	GC	NA	NA	0	0																												
10/17/21	1645	H08	exposed	NS / B	0	N	N	0	AG	NA	NA	0	0																												
10/18/21	920	H08	exposed	B / FS / RS	0	N	N	2	"AG, GC"	NA	NA	0	0	star is still alive																											
10/18/21	1500-1600	H08	exposed	NA	0	N	N	0	AG	NA	NA	0	1																												
10/5/21	904	H18	exposed	NS/LS	0	N	N	0	GC	NA	yes	0	0																												
10/5/21	1723	H18	exposed	FS/RS corner	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	928	H18	exposed	NS/LS/ corner	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	1710	H18	exposed	NS/LS/corner	0	N	N	0	GC	NA	NA	0	0																												
10/7/21	1007	H18	exposed	NS/LS/corner	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/7/21	1645	H18	exposed	NS/LS/corner	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/8/21	929	H18	exposed	NS/RS/corner	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/8/21	1655	H18	exposed	NS/RS/corner	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1038	H18	exposed	NS/LS/corner	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1710	H18	exposed	NS/LS/corner	0	N	N	0	GC	NA	NA	0	0	mounded																											
10/10/21	913	H18	exposed	FS/LS/corner	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	1701	H18	exposed	FS/LS/corner	4	N	N	0	GC	NA	NA	0	0																												
10/11/21	958	H18	exposed	FS/RS/B corner	4	N	N	0	GC	NA	NA	0	0																												
10/11/21	1708	H18	exposed	FS/RS/B corner	0	N	N	0	GC	NA	NA	0	0																												
10/12/21	909	H18	exposed	NS/LS/corner	4	N	Y	0	"GC, AG"	NA	NA	0	0																												
10/12/21	1706	H18	exposed	LS	0	N	Y	0	GC	NA	NA	0	0																												
10/13/21	926	H18	exposed	NS/LS/surface	0	N	Y	0	"GC, MW"	NA	NA	0	0	gonads coming through dermis																											
10/13/21	1703	H18	exposed	NS/B	0	Y	Y	0	"GC, MW"	NA	NA	0	0	deflated; possible gonads and pyloric caecum coming through dermis																											
10/14/21	920	H18	exposed	RS/B	0	N	Y	3	GC	NA	NA	0	0																												
10/14/21	1652	H18	exposed	RS/B	0	Y	N	0	GC	NA	NA	0	0	"very twisty, deflated"																											
10/15/21	920	H18	exposed	FS	0	N	N	11	GC. AG	NA	NA	0	0	"11 arms lost, remaining arms curled"																											
10/15/21	1652	H18	exposed	B	0	N	N	0	"GC, MW"	NA	NA	1	0	"dead - only 2 arms attached, central disc upside down"																											
10/5/21	902	H09	exposed	B / FS	0	N	N	0	GC	NA	yes	0	0																												
10/5/21	1720	H09	exposed	B / FS	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	926	H09	exposed	B / NS / RS	0	N	N	0	GC	NA	NA	0	0																												
10/6/21	1707	H09	exposed	B / NS	0	N	N	0	GC	NA	NA	0	0																												
10/7/21	959	H09	exposed	B / FS	0	N	N	0	"AG, GC"	NA	NA	0	0																												
10/7/21	1643	H09	exposed	B / FS	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/8/21	927	H09	exposed	FS / RS / C / M	0	N	N	0	GC AG	NA	NA	0	0																												
10/8/21	1652	H09	exposed	FS	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1031	H09	exposed	FS / RS / B	0	N	N	0	GC	NA	NA	0	0																												
10/9/21	1706	H09	exposed	FS / RS / B	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	912	H09	exposed	NS / LS / B	0	N	N	0	GC	NA	NA	0	0																												
10/10/21	1658	H09	exposed	NS / LS / B	0	N	N	0	GC	NA	NA	0	0																												
10/11/21	943	H09	exposed	RS	0	N	N	0	GC	NA	NA	0	0	arched back																											
10/11/21	1705	H09	exposed	NS / LS / C	0	N	N	0	GC	NA	NA	0	0																												
10/12/21	907	H09	exposed	NS / LS / Su	0	N	N	0	"GC, AG"	NA	NA	0	0																												
10/12/21	1704	H09	exposed	FS / LS	0	N	N	0	GC	NA	NA	0	0																												
10/13/21	923	H09	exposed	NS / LS / Su	0	N	N	0	"GC, MW"	NA	NA	0	0	a bit twisty at the bottom																											
10/13/21	1659	H09	exposed	NS / Su	12	N	N	0	"GC, MW"	NA	NA	0	0	upside down																											
10/14/21	917	H09	exposed	NS / B	0	N	N	0	GC	NA	NA	0	0	"bubbles on disc, see pic"																											
10/14/21	1649	H09	exposed	RS / Su	0	Y	Y	0	GC	NA	NA	0	0																												
10/15/21	916	H09	exposed	FS / LS / Su	0	N	N	2	GC. AG	NA	NA	0	0																												
10/15/21	1649	H09	exposed	NS / B	12	Y	N	2	"GC, MW"	NA	NA	0	0																												
10/16/21	914	H09	exposed	NA	NA	NA	NA	NA	"GC, AG"	NA	NA	1	0	all arms gone																											
